OTU	pident	title	genus	species
Otu02578	99.582	Ruminococcus faecis	Ruminococcus	faecis
Otu02587	96.047	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu02588	97.638	Agathobacter ruminis	Agathobacter	ruminis
Otu02590	98.024	Sporosarcina soli	Sporosarcina	soli
Otu02591	99.605	Selenomonas bovis	Selenomonas	bovis
Otu02594	93.724	[Eubacterium] eligens	[Eubacterium]	eligens
Otu02596	93.651	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu02604	99.605	Empedobacter falsenii	Empedobacter	falsenii
Otu02605	98.4	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02611	97.638	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu02612	96.429	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02613	96.838	Intestinibacillus massiliensis	Intestinibacillus	massiliensis
Otu02617	96.838	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu02620	97.059	Olsenella uli	Olsenella	uli
Otu02621	96.047	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu02623	98.419	Selenomonas bovis	Selenomonas	bovis
Otu02624	95.635	Clostridium saudiense	Clostridium	saudiense
Otu02626	96.047	Schaalia naturae	Schaalia	naturae
Otu02631	93.75	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu02632	94.466	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu02634	94.466	Gaiella occulta	Gaiella	occulta
Otu02638	97.233	Pseudoflavonifractor capillosus	Pseudoflavonifractor	capillosus
Otu02639	96.813	Propionispira arcuata	Propionispira	arcuata
Otu02640	97.233	Niabella terrae	Niabella	terrae
Otu02641	94.862	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu02642	96.443	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu02643	95.816	Hungatella effluvii	Hungatella	effluvii
Otu02644	98.814	Citrobacter koseri	Citrobacter	koseri
Otu02645	100	Sphingobacterium lactis	Sphingobacterium	lactis
Otu02646	96.443	Ruminococcus callidus	Ruminococcus	callidus
Otu02648	94.979	[Clostridium] symbiosum	[Clostridium]	symbiosum
Otu02659	96.653	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu02661	95.257	Prevotella copri	Prevotella	copri
Otu02662	100	Gallibacterium anatis	Gallibacterium	anatis
Otu02665	96.443	Hyphomicrobium methylovorum	Hyphomicrobium	methylovorum
Otu02667	98.024	Blautia wexlerae	Blautia	wexlerae
Otu02669	94.048	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu02670	96.838	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu02671	97.628	Prevotella copri	Prevotella	copri
Otu02673	95.669	Blautia faecis	Blautia	faecis
Otu02674	98.739	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02675	96.443	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu02676	95.652	Olsenella scatoligenes	Olsenella	scatoligenes
Otu02678	97.095	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu02679	96.047	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu02682	95.397	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu02685	93.701	Caproiciproducens galactitolivorans	Caproiciproducens	galactitolivorans
Otu02687	94.071	Limnoglobus roseus	Limnoglobus	roseus
Otu02690	98.024	Prevotella copri	Prevotella	copri
Otu02692	97.976	Selenomonas bovis	Selenomonas	bovis
Otu02695	94.071	Eubacterium ruminantium	Eubacterium	ruminantium
Otu02698	96.414	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu02699	98.024	Blautia wexlerae	Blautia	wexlerae
Otu02700	97.628	Roseburia faecis	Roseburia	faecis
Otu02702	97.992	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02703	97.61	Selenomonas bovis	Selenomonas	bovis
Otu02704	95.652	Prevotella copri	Prevotella	copri
Otu02706	95.257	Prevotella copri	Prevotella	copri
Otu02707	97.59	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu02708	98.031	Blautia faecicola	Blautia	faecicola
Otu02709	97.59	Dialister succinatiphilus	Dialister	succinatiphilus
Otu02714	98.394	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu02715	93.281	[Eubacterium] cellulosolvens	[Eubacterium]	cellulosolvens
Otu02717	100	Leuconostoc lactis	Leuconostoc	lactis
Otu02720	98.008	Roseburia faecis	Roseburia	faecis
Otu02725	95.294	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu02727	94.071	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu02729	97.233	Prevotella copri	Prevotella	copri
Otu02730	97.222	Prevotella copri	Prevotella	copri
Otu02731	97.233	Prevotella stercorea	Prevotella	stercorea
Otu02732	99.209	Mesorhizobium thiogangeticum	Mesorhizobium	thiogangeticum
Otu02734	96.047	Blautia producta	Blautia	producta
Otu02735	94.466	Solirubrobacter phytolaccae	Solirubrobacter	phytolaccae
Otu02736	93.644	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu02738	98.031	Rhodoplanes roseus	Rhodoplanes	roseus
Otu02739	99.174	Selenomonas bovis	Selenomonas	bovis
Otu02740	96.032	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu02741	94.902	Brevitalea aridisoli	Brevitalea	aridisoli
Otu02742	94.094	Gracilibacter thermotolerans	Gracilibacter	thermotolerans
Otu02746	96.443	Luteitalea pratensis	Luteitalea	pratensis
Otu02748	95.257	Murimonas intestini	Murimonas	intestini
Otu02749	98.814	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu02752	93.307	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu02753	100	Lysinibacillus boronitolerans	Lysinibacillus	boronitolerans
Otu02754	98.024	Lactobacillus gasseri	Lactobacillus	gasseri
Otu02756	96.443	Roseburia intestinalis	Roseburia	intestinalis
Otu02757	96.443	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu02759	98.814	Blautia wexlerae	Blautia	wexlerae
Otu02762	93.254	Muribaculum intestinale	Muribaculum	intestinale
Otu02763	95.669	Roseburia intestinalis	Roseburia	intestinalis
Otu02765	97.628	Lactobacillus caviae	Lactobacillus	caviae
Otu02768	94.048	Phocea massiliensis	Phocea	massiliensis
Otu02771	94.094	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu02772	100	Fermentimonas caenicola	Fermentimonas	caenicola
Otu02777	96.838	[Clostridium] lavalense	[Clostridium]	lavalense
Otu02778	93.2	Faecalimonas umbilicata	Faecalimonas	umbilicata
Otu02782	96.457	Dorea longicatena	Dorea	longicatena
Otu02786	96.838	Gemmiger formicilis	Gemmiger	formicilis
Otu02788	96.063	Kineothrix alysoides	Kineothrix	alysoides
Otu02789	96.838	Prevotella salivae	Prevotella	salivae
Otu02790	98.024	Mesorhizobium cantuariense	Mesorhizobium	cantuariense
Otu02791	94.071	Bacteroides caecigallinarum	Bacteroides	caecigallinarum
Otu02794	95.257	Prevotella jejuni	Prevotella	jejuni
Otu02795	100	Hamadaea flava	Hamadaea	flava
Otu02796	93.281	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu02798	98.016	Terrisporobacter mayombei	Terrisporobacter	mayombei
Otu02802	97.222	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu02804	99.605	Bacillus loiseleuriae	Bacillus	loiseleuriae
Otu02805	97.638	Agathobacter ruminis	Agathobacter	ruminis
Otu02807	95.257	Herbinix luporum	Herbinix	luporum
Otu02809	97.61	Selenomonas bovis	Selenomonas	bovis
Otu02816	100	Bacteroides vulgatus	Bacteroides	vulgatus
Otu02819	96.047	Escherichia marmotae	Escherichia	marmotae
Otu02820	94.071	Chthoniobacter flavus	Chthoniobacter	flavus
Otu02825	96.825	Negativibacillus massiliensis	Negativibacillus	massiliensis
Otu02826	96.653	Eubacterium ruminantium	Eubacterium	ruminantium
Otu02828	99.605	Stenotrophomonas tumulicola	Stenotrophomonas	tumulicola
Otu02831	93.6	Fournierella massiliensis	Fournierella	massiliensis
Otu02833	95.652	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu02834	97.628	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu02838	96.443	Prevotella copri	Prevotella	copri
Otu02839	93.676	Sporobacter termitidis	Sporobacter	termitidis
Otu02840	94.466	Noviherbaspirillum massiliense	Noviherbaspirillum	massiliense
Otu02841	97.628	Blautia faecicola	Blautia	faecicola
Otu02842	97.628	Stenotrophobacter terrae	Stenotrophobacter	terrae
Otu02843	97.233	Helicobacter equorum	Helicobacter	equorum
Otu02844	98.814	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu02845	98.016	Selenomonas bovis	Selenomonas	bovis
Otu02847	100	Lactobacillus brevis	Lactobacillus	brevis
Otu02849	93.676	Pirellula staleyi	Pirellula	staleyi
Otu02851	100	Burkholderia stagnalis	Burkholderia	stagnalis
Otu02852	99.605	Mycolicibacter kumamotonensis	Mycolicibacter	kumamotonensis
Otu02853	98.79	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu02854	98.024	Lactobacillus gasseri	Lactobacillus	gasseri
Otu02855	94.094	Lachnotalea glycerini	Lachnotalea	glycerini
Otu02856	100	Lactobacillus mudanjiangensis	Lactobacillus	mudanjiangensis
Otu02857	95.257	Bacteroides massiliensis	Bacteroides	massiliensis
Otu02860	96.047	[Ruminococcus] torques	[Ruminococcus]	torques
Otu02861	99.588	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu02865	94.094	Sulfuritalea hydrogenivorans	Sulfuritalea	hydrogenivorans
Otu02867	99.605	Luteolibacter arcticus	Luteolibacter	arcticus
Otu02869	96.063	[Clostridium] viride	[Clostridium]	viride
Otu02870	96.234	Herbinix luporum	Herbinix	luporum
Otu02871	93.676	Prevotella jejuni	Prevotella	jejuni
Otu02872	100	Corynebacterium mycetoides	Corynebacterium	mycetoides
Otu02874	97.61	Adlercreutzia equolifaciens	Adlercreutzia	equolifaciens
Otu02875	100	Paenibacillus humicus	Paenibacillus	humicus
Otu02876	99.16	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu02877	95.984	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02878	96.25	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu02880	94.071	Luteitalea pratensis	Luteitalea	pratensis
Otu02881	96.443	Hyphomicrobium aestuarii	Hyphomicrobium	aestuarii
Otu02882	97.628	Stenotrophobacter terrae	Stenotrophobacter	terrae
Otu02884	93.724	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu02888	93.2	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu02889	99.209	Treponema porcinum	Treponema	porcinum
Otu02891	94.862	Prevotella stercorea	Prevotella	stercorea
Otu02892	98.814	Terrimonas lutea	Terrimonas	lutea
Otu02895	100	Aeromonas lacus	Aeromonas	lacus
Otu02896	99.603	Streptococcus caballi	Streptococcus	caballi
Otu02899	96.266	Olsenella profusa	Olsenella	profusa
Otu02908	99.18	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu02909	98.024	Prevotella copri	Prevotella	copri
Otu02910	96.047	Blautia faecis	Blautia	faecis
Otu02911	96.838	Prevotella stercorea	Prevotella	stercorea
Otu02914	98.419	Subdoligranulum variabile	Subdoligranulum	variabile
Otu02915	95.652	Prevotella copri	Prevotella	copri
Otu02916	94.048	Raoultibacter timonensis	Raoultibacter	timonensis
Otu02924	98.016	Selenomonas ruminantium	Selenomonas	ruminantium
Otu02928	95.257	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu02929	94.071	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu02931	94.488	Sneathia sanguinegens	Sneathia	sanguinegens
Otu02933	93.651	Megasphaera elsdenii	Megasphaera	elsdenii
Otu02934	94.142	Muricomes intestini	Muricomes	intestini
Otu02936	99.209	Vagococcus lutrae	Vagococcus	lutrae
Otu02937	98.819	Pseudonocardia hispaniensis	Pseudonocardia	hispaniensis
Otu02941	98.425	Prevotella copri	Prevotella	copri
Otu02942	93.333	Ruminiclostridium cellobioparum	Ruminiclostridium	cellobioparum
Otu02943	93.701	Negativibacillus massiliensis	Negativibacillus	massiliensis
Otu02944	100	Peptostreptococcus russellii	Peptostreptococcus	russellii
Otu02948	98.024	Roseburia faecis	Roseburia	faecis
Otu02951	99.605	Intestinibaculum porci	Intestinibaculum	porci
Otu02955	100	Paracoccus sanguinis	Paracoccus	sanguinis
Otu02956	98.326	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu02957	95.652	Haloferula helveola	Haloferula	helveola
Otu02961	98.419	Kluyvera ascorbata	Kluyvera	ascorbata
Otu02962	97.071	Blautia faecicola	Blautia	faecicola
Otu02963	99.213	Luedemannella flava	Luedemannella	flava
Otu02964	97.628	Rubripirellula amarantea	Rubripirellula	amarantea
Otu02966	97.61	Dorea longicatena	Dorea	longicatena
Otu02968	96.443	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu02970	95.257	Prevotella copri	Prevotella	copri
Otu02972	100	Micrococcus luteus	Micrococcus	luteus
Otu02973	97.638	Dorea longicatena	Dorea	longicatena
Otu02974	93.333	Sporobacter termitidis	Sporobacter	termitidis
Otu02975	97.628	Prevotella copri	Prevotella	copri
Otu02976	95.652	Parasporobacterium paucivorans	Parasporobacterium	paucivorans
Otu02977	96.838	Blautia obeum	Blautia	obeum
Otu02978	98.413	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu02979	96.234	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu02980	97.222	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu02981	96.653	Roseburia intestinalis	Roseburia	intestinalis
Otu02982	98.425	[Eubacterium] rectale	[Eubacterium]	rectale
Otu02984	98.016	Roseburia faecis	Roseburia	faecis
Otu02985	99.606	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu02986	95.669	[Clostridium] leptum	[Clostridium]	leptum
Otu02990	96.838	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu02991	93.033	Treponema brennaborense	Treponema	brennaborense
Otu02992	94.466	Terrimonas lutea	Terrimonas	lutea
Otu02993	97.628	Blautia wexlerae	Blautia	wexlerae
Otu02994	95.635	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu02995	100	Moraxella boevrei	Moraxella	boevrei
Otu02997	100	Flavobacterium spartansii	Flavobacterium	spartansii
Otu02998	96.838	Prevotella copri	Prevotella	copri
Otu03002	99.605	Rothia aerolata	Rothia	aerolata
Otu03006	95.652	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu03008	98.016	Anaerotruncus colihominis	Anaerotruncus	colihominis
Otu03009	96.8	[Eubacterium] hallii	[Eubacterium]	hallii
Otu03010	96.047	Clostridium saudiense	Clostridium	saudiense
Otu03011	95.652	Clostridium amylolyticum	Clostridium	amylolyticum
Otu03014	97.628	Roseburia intestinalis	Roseburia	intestinalis
Otu03017	94.094	Papillibacter cinnamivorans	Papillibacter	cinnamivorans
Otu03021	98.024	[Eubacterium] rectale	[Eubacterium]	rectale
Otu03023	100	Schaalia suimastitidis	Schaalia	suimastitidis
Otu03024	96.047	Roseburia faecis	Roseburia	faecis
Otu03028	96.047	Prevotella copri	Prevotella	copri
Otu03029	98.419	Moraxella caviae	Moraxella	caviae
Otu03031	97.628	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu03034	100	Corynebacterium maris	Corynebacterium	maris
Otu03035	98.4	Butyricicoccus faecihominis	Butyricicoccus	faecihominis
Otu03036	94.902	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu03038	100	Flavobacterium buctense	Flavobacterium	buctense
Otu03039	95.238	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu03040	94.862	Prevotella copri	Prevotella	copri
Otu03041	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03043	95.635	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu03047	94.071	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu03048	96.016	Propionispira arcuata	Propionispira	arcuata
Otu03049	93.305	Flintibacter butyricus	Flintibacter	butyricus
Otu03050	96.825	Dialister succinatiphilus	Dialister	succinatiphilus
Otu03054	97.233	Luteimicrobium xylanilyticum	Luteimicrobium	xylanilyticum
Otu03057	98.298	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03060	94.862	Sporobacter termitidis	Sporobacter	termitidis
Otu03065	100	Eggerthella lenta	Eggerthella	lenta
Otu03066	94.048	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu03067	98.394	Megasphaera hexanoica	Megasphaera	hexanoica
Otu03069	96.443	Anaerotaenia torta	Anaerotaenia	torta
Otu03070	100	Jeotgalicoccus nanhaiensis	Jeotgalicoccus	nanhaiensis
Otu03072	93.676	Fimbriiglobus ruber	Fimbriiglobus	ruber
Otu03073	93.701	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu03076	98.024	Lactobacillus crispatus	Lactobacillus	crispatus
Otu03077	93.676	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu03078	99.209	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03079	100	Sphingomonas flava	Sphingomonas	flava
Otu03081	98.031	Blautia wexlerae	Blautia	wexlerae
Otu03082	93.227	Keratinibaculum paraultunense	Keratinibaculum	paraultunense
Otu03083	95.652	Prevotella stercorea	Prevotella	stercorea
Otu03086	95.257	Flintibacter butyricus	Flintibacter	butyricus
Otu03088	94.071	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu03091	100	Frondihabitans peucedani	Frondihabitans	peucedani
Otu03092	96.443	[Eubacterium] hallii	[Eubacterium]	hallii
Otu03094	95.745	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03096	97.628	Phaeobacter piscinae	Phaeobacter	piscinae
Otu03097	93.333	Prevotella copri	Prevotella	copri
Otu03099	100	Nocardia coeliaca	Nocardia	coeliaca
Otu03101	96.063	Daejeonia ginsenosidivorans	Daejeonia	ginsenosidivorans
Otu03105	98.024	Sphingomonas vulcanisoli	Sphingomonas	vulcanisoli
Otu03107	97.233	Clostridium paraputrificum	Clostridium	paraputrificum
Otu03111	96.443	Suttonella indologenes	Suttonella	indologenes
Otu03113	99.167	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03115	95.669	Prevotella copri	Prevotella	copri
Otu03117	95.257	Facklamia tabacinasalis	Facklamia	tabacinasalis
Otu03118	95.397	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu03119	97.233	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu03120	96.047	Prevotella copri	Prevotella	copri
Otu03124	100	Criibacterium bergeronii	Criibacterium	bergeronii
Otu03125	97.222	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu03126	97.619	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu03127	93.254	Blautia faecis	Blautia	faecis
Otu03128	94.444	Selenomonas bovis	Selenomonas	bovis
Otu03129	94.378	Ihubacter massiliensis	Ihubacter	massiliensis
Otu03130	97.233	Flintibacter butyricus	Flintibacter	butyricus
Otu03136	95.669	Cuneatibacter caecimuris	Cuneatibacter	caecimuris
Otu03138	99.605	[Clostridium] colinum	[Clostridium]	colinum
Otu03139	94.071	Gaiella occulta	Gaiella	occulta
Otu03140	98.814	Nitrospira moscoviensis	Nitrospira	moscoviensis
Otu03141	94.821	[Eubacterium] rectale	[Eubacterium]	rectale
Otu03142	94.488	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu03144	98.016	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu03145	93.004	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu03146	96.063	Prevotella copri	Prevotella	copri
Otu03149	93.2	Fimbriiglobus ruber	Fimbriiglobus	ruber
Otu03150	98.024	Ammoniphilus resinae	Ammoniphilus	resinae
Otu03151	100	Chryseobacterium formosus	Chryseobacterium	formosus
Otu03152	97.233	Prevotella stercorea	Prevotella	stercorea
Otu03153	95.276	Nordella oligomobilis	Nordella	oligomobilis
Otu03155	97.628	Rubrobacter spartanus	Rubrobacter	spartanus
Otu03157	96.774	Gemmiger formicilis	Gemmiger	formicilis
Otu03158	94.862	Falcatimonas natans	Falcatimonas	natans
Otu03159	97.233	Prevotella copri	Prevotella	copri
Otu03162	94.071	Fimbriiglobus ruber	Fimbriiglobus	ruber
Otu03163	94.862	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu03167	97.619	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu03168	98.819	Treponema succinifaciens	Treponema	succinifaciens
Otu03169	94.466	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu03170	98.81	Selenomonas bovis	Selenomonas	bovis
Otu03173	98.419	Ruminococcus faecis	Ruminococcus	faecis
Otu03174	97.233	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu03175	96.429	Olegusella massiliensis	Olegusella	massiliensis
Otu03177	95.868	Prevotella copri	Prevotella	copri
Otu03179	94.862	Flintibacter butyricus	Flintibacter	butyricus
Otu03182	95.984	Mitsuokella multacida	Mitsuokella	multacida
Otu03184	96.047	Roseburia intestinalis	Roseburia	intestinalis
Otu03185	94.466	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu03186	98.024	Kineothrix alysoides	Kineothrix	alysoides
Otu03188	95.652	Prevotella koreensis	Prevotella	koreensis
Otu03189	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu03191	100	Prevotella paludivivens	Prevotella	paludivivens
Otu03192	94.466	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu03194	98.4	Escherichia marmotae	Escherichia	marmotae
Otu03196	94.862	Pseudobacter ginsenosidimutans	Pseudobacter	ginsenosidimutans
Otu03197	95.902	Treponema porcinum	Treponema	porcinum
